Name,Coords
Reubens ID,"-116.5429,46.3229"
Ketchum ID,"-114.3730,43.6867"
Oxford ID,"-112.0178,42.2598"
Ferdinand ID,"-116.3900,46.1519"
McCall ID,"-116.1124,44.9076"
Meridian ID,"-116.3968,43.6112"
Castleford ID,"-114.8719,42.5206"
Worley ID,"-116.9193,47.4005"
Elk River ID,"-116.1810,46.7830"
Fruitland ID,"-116.9222,44.0196"
Notus ID,"-116.7998,43.7266"
Hayden ID,"-116.8039,47.7679"
Riggins ID,"-116.3179,45.4203"
Mountain Home ID,"-115.6970,43.1325"
Pinehurst ID,"-116.2327,47.5364"
Atomic City ID,"-112.8124,43.4431"
Hamer ID,"-112.2027,43.9219"
Kuna ID,"-116.3982,43.4863"
Hollister ID,"-114.5839,42.3529"
Lewiston ID,"-116.9934,46.3934"
Menan ID,"-111.9925,43.7218"
Horseshoe Bend ID,"-116.1997,43.9165"
Ammon ID,"-111.9568,43.4746"
St. Anthony ID,"-111.6842,43.9647"
Bennington ID,"-111.3219,42.3823"
Midvale ID,"-116.7435,44.4618"
Downey ID,"-112.1233,42.4288"
Weiser ID,"-116.9689,44.2547"
Wendell ID,"-114.7025,42.7745"
Moscow ID,"-116.9986,46.7307"
Idaho Falls ID,"-112.0363,43.4872"
Peck ID,"-116.4262,46.4747"
Grace ID,"-111.7305,42.5757"
White Bird ID,"-116.3008,45.7622"
Princeton ID,"-116.8316,46.9152"
Roberts ID,"-112.1283,43.7206"
Rockford Bay ID,"-116.8866,47.5087"
Payette ID,"-116.9256,44.0789"
Stites ID,"-115.9763,46.0924"
Emmett ID,"-116.4890,43.8685"
Huetter ID,"-116.8508,47.7037"
Georgetown ID,"-111.3639,42.4790"
Preston ID,"-111.8800,42.0989"
Shoshone ID,"-114.4055,42.9369"
Arbon Valley ID,"-112.5942,42.8847"
Conkling Park ID,"-116.7704,47.3998"
Malta ID,"-113.3693,42.3075"
Victor ID,"-111.1107,43.6014"
Juliaetta ID,"-116.7096,46.5740"
East Hope ID,"-116.2913,48.2414"
Blackfoot ID,"-112.3455,43.1940"
Banks ID,"-116.1278,44.0778"
St. Maries ID,"-116.5722,47.3146"
Mullan ID,"-115.7966,47.4690"
Butte City ID,"-113.2408,43.6070"
Dayton ID,"-111.9779,42.1118"
Dover ID,"-116.6098,48.2606"
Parker ID,"-111.7584,43.9584"
Hagerman ID,"-114.8975,42.8163"
Marsing ID,"-116.8094,43.5466"
Nezperce ID,"-116.2406,46.2339"
Bliss ID,"-114.9479,42.9242"
Nampa ID,"-116.5628,43.5843"
Hope ID,"-116.3044,48.2492"
Rockford ID,"-112.5306,43.1892"
Heyburn ID,"-113.7623,42.5599"
Hazelton ID,"-114.1365,42.5953"
Ucon ID,"-111.9595,43.5935"
Coeur d'Alene ID,"-116.7933,47.7040"
Oldtown ID,"-117.0206,48.1839"
Stanley ID,"-114.9364,44.2150"
Aberdeen ID,"-112.8384,42.9441"
Blanchard ID,"-116.9928,48.0152"
Rathdrum ID,"-116.8908,47.7995"
Boise ID,"-116.2312,43.6007"
Rexburg ID,"-111.7924,43.8222"
Mountain Home AFB ID,"-115.8659,43.0490"
Clayton ID,"-114.3998,44.2592"
Smelterville ID,"-116.1774,47.5426"
Mud Lake ID,"-112.4796,43.8430"
Caldwell ID,"-116.6599,43.6454"
Garden Valley ID,"-115.9612,44.0830"
Lowman ID,"-115.6205,44.0785"
Kamiah ID,"-116.0283,46.2269"
Greenleaf ID,"-116.8211,43.6753"
Chubbuck ID,"-112.4704,42.9226"
Gooding ID,"-114.7134,42.9373"
Richfield ID,"-114.1555,43.0521"
Kimberly ID,"-114.3697,42.5338"
Bovill ID,"-116.3935,46.8585"
Rockland ID,"-112.8753,42.5738"
Athol ID,"-116.7062,47.9451"
Spirit Lake ID,"-116.8701,47.9660"
Lost River ID,"-113.5579,43.7325"
Pierce ID,"-115.7995,46.4930"
Pocatello ID,"-112.4652,42.8716"
Garden City ID,"-116.2743,43.6526"
Troy ID,"-116.7732,46.7380"
Donnelly ID,"-116.0789,44.7354"
Sweetwater ID,"-116.7975,46.3676"
Craigmont ID,"-116.4728,46.2422"
Sugar City ID,"-111.7510,43.8762"
Lapwai ID,"-116.8041,46.4034"
Clark Fork ID,"-116.1768,48.1472"
Rigby ID,"-111.9126,43.6735"
Lewisville ID,"-112.0131,43.6951"
Inkom ID,"-112.2460,42.7973"
Kooskia ID,"-115.9766,46.1413"
Twin Falls ID,"-114.4617,42.5648"
Spencer ID,"-112.1897,44.3769"
Murtaugh ID,"-114.1617,42.4918"
Genesee ID,"-116.9284,46.5516"
Bancroft ID,"-111.8831,42.7202"
Harrison ID,"-116.8033,47.4674"
Paul ID,"-113.7846,42.6052"
Wardner ID,"-116.1357,47.5189"
Deary ID,"-116.5572,46.8003"
Winchester ID,"-116.6240,46.2409"
Riverside ID,"-112.4356,43.1965"
Lava Hot Springs ID,"-112.0098,42.6198"
Weippe ID,"-115.9396,46.3787"
Tensed ID,"-116.9238,47.1596"
Kellogg ID,"-116.1420,47.5371"
Lincoln ID,"-111.9685,43.5178"
Sun Valley ID,"-114.3337,43.6837"
Culdesac ID,"-116.6703,46.3749"
Yellow Pine ID,"-115.4880,44.9623"
Star ID,"-116.4939,43.7018"
Island Park ID,"-111.3586,44.5289"
Salmon ID,"-113.8948,45.1743"
Swan Valley ID,"-111.3287,43.4445"
Tetonia ID,"-111.1586,43.8147"
Cambridge ID,"-116.6778,44.5718"
Dubois ID,"-112.2293,44.1727"
Clifton ID,"-112.0046,42.1872"
Montpelier ID,"-111.2988,42.3260"
Carey ID,"-113.9448,43.3101"
Middleton ID,"-116.6153,43.7116"
Dalton Gardens ID,"-116.7696,47.7328"
Bloomington ID,"-111.4042,42.1908"
Filer ID,"-114.6115,42.5679"
Arimo ID,"-112.1725,42.5598"
Murphy ID,"-116.5485,43.2121"
Drummond ID,"-111.3433,43.9996"
Robie Creek ID,"-116.0209,43.6681"
Declo ID,"-113.6287,42.5196"
Ririe ID,"-111.7714,43.6325"
New Meadows ID,"-116.2857,44.9712"
Moore ID,"-113.3674,43.7343"
Challis ID,"-114.2283,44.5052"
Weston ID,"-111.9783,42.0369"
Rupert ID,"-113.6740,42.6189"
Fort Hall ID,"-112.4572,43.0145"
American Falls ID,"-112.8542,42.7828"
Smiths Ferry ID,"-116.0782,44.2989"
Bellevue ID,"-114.2551,43.4685"
Osburn ID,"-116.0008,47.5055"
Idaho City ID,"-115.8307,43.8281"
Melba ID,"-116.5322,43.3725"
Ashton ID,"-111.4482,44.0734"
Warm River ID,"-111.3200,44.1188"
North Grosvenor Dale CT,"-71.9034,41.9862"
Plantsville CT,"-72.8915,41.5832"
Simsbury Center CT,"-72.8111,41.8808"
Norwalk CT,"-73.4215,41.1144"
Coventry Lake CT,"-72.3287,41.7736"
Terramuggus CT,"-72.4692,41.6342"
Bridgeport CT,"-73.1953,41.1918"
Stamford CT,"-73.5583,41.1035"
Hazardville CT,"-72.5256,41.9899"
New London CT,"-72.1023,41.3502"
Deep River Center CT,"-72.4386,41.3823"
Litchfield CT,"-73.1893,41.7457"
Oakville CT,"-73.0858,41.5923"
Derby CT,"-73.0833,41.3265"
Poquonock Bridge CT,"-72.0175,41.3379"
Essex Village CT,"-72.3910,41.3552"
Old Greenwich CT,"-73.5692,41.0253"
South Coventry CT,"-72.3064,41.7695"
Meriden CT,"-72.7944,41.5367"
Wilton Center CT,"-73.4298,41.1880"
Weatogue CT,"-72.8294,41.8459"
Shelton CT,"-73.1383,41.3060"
Wauregan CT,"-71.9091,41.7501"
Branford Center CT,"-72.8148,41.2779"
North Granby CT,"-72.8440,42.0152"
Canton Valley CT,"-72.8978,41.8316"
Higganum CT,"-72.5562,41.4900"
Bethlehem Village CT,"-73.2031,41.6401"
Baltic CT,"-72.0866,41.6140"
Lake Pocotopaug CT,"-72.5124,41.5961"
Jewett City CT,"-71.9806,41.6070"
Mansfield Center CT,"-72.1944,41.7618"
Cheshire Village CT,"-72.8993,41.5026"
Suffield Depot CT,"-72.6463,41.9830"
Rockville CT,"-72.4528,41.8667"
West Simsbury CT,"-72.8448,41.8748"
Long Hill CT,"-72.0517,41.3536"
Kensington CT,"-72.7714,41.6298"
Sherwood Manor CT,"-72.5660,42.0125"
Norwich CT,"-72.0882,41.5495"
Woodmont CT,"-72.9930,41.2282"
Torrington CT,"-73.1281,41.8349"
Groton CT,"-72.0727,41.3390"
Salmon Brook CT,"-72.7931,41.9567"
Mashantucket CT,"-71.9745,41.4644"
Pemberwick CT,"-73.6564,41.0224"
Georgetown CT,"-73.4343,41.2494"
Ansonia CT,"-73.0689,41.3443"
Woodbury Center CT,"-73.2047,41.5445"
Thompsonville CT,"-72.5965,41.9916"
Middletown CT,"-72.6549,41.5476"
Broad Brook CT,"-72.5426,41.9097"
Naugatuck CT,"-73.0518,41.4890"
Guilford Center CT,"-72.6762,41.2817"
Cannondale CT,"-73.4248,41.2161"
Willimantic CT,"-72.2173,41.7153"
Byram CT,"-73.6528,41.0011"
Hartford CT,"-72.6834,41.7661"
Chester Center CT,"-72.4523,41.4014"
Southwood Acres CT,"-72.5719,41.9610"
Pawcatuck CT,"-71.8492,41.3774"
South Woodstock CT,"-71.9627,41.9275"
Plainfield Village CT,"-71.9250,41.6766"
Blue Hills CT,"-72.6954,41.8134"
Niantic CT,"-72.1949,41.3265"
Storrs CT,"-72.2552,41.8045"
Bristol CT,"-72.9407,41.6812"
Old Saybrook Center CT,"-72.3682,41.2918"
New Britain CT,"-72.7862,41.6758"
Moosup CT,"-71.8750,41.7169"
Conning Towers Nautilus Park CT,"-72.0686,41.3855"
Waterbury CT,"-73.0361,41.5583"
Madison Center CT,"-72.6003,41.2794"
East Brooklyn CT,"-71.8992,41.7948"
Mystic CT,"-71.9548,41.3574"
Crystal Lake CT,"-72.3756,41.9343"
Terryville CT,"-73.0065,41.6784"
Lakeville CT,"-73.4467,41.9594"
Stonington CT,"-71.9033,41.3344"
Moodus CT,"-72.4491,41.5043"
Glenville CT,"-73.6656,41.0349"
Southport CT,"-73.2874,41.1349"
Saybrook Manor CT,"-72.4063,41.2825"
Groton Long Point CT,"-72.0087,41.3145"
Westbrook Center CT,"-72.4424,41.2811"
Wallingford Center CT,"-72.8189,41.4499"
Cos Cob CT,"-73.5931,41.0513"
Gales Ferry CT,"-72.0859,41.4212"
Riverside CT,"-73.5827,41.0319"
Tariffville CT,"-72.7682,41.9076"
Glastonbury Center CT,"-72.6002,41.7019"
Old Mystic CT,"-71.9850,41.3854"
Bantam CT,"-73.2422,41.7247"
New Haven CT,"-72.9246,41.3112"
New Preston CT,"-73.3523,41.6813"
Noank CT,"-71.9978,41.3339"
Quinebaug CT,"-71.9370,42.0107"
Stafford Springs CT,"-72.3105,41.9595"
New Hartford Center CT,"-72.9753,41.8802"
Winsted CT,"-73.0674,41.9268"
West Haven CT,"-72.9672,41.2739"
Oxoboxo River CT,"-72.1250,41.4441"
Danbury CT,"-73.4710,41.4016"
Newtown CT,"-73.3120,41.4119"
Danielson CT,"-71.8854,41.8086"
Heritage Village CT,"-73.2351,41.4845"
Collinsville CT,"-72.9220,41.8190"
Falls Village CT,"-73.3562,41.9576"
Fenwick CT,"-72.3546,41.2711"
South Windham CT,"-72.1845,41.6850"
Milford city  CT,"-73.0625,41.2255"
Northwest Harwinton CT,"-73.0794,41.7769"
Sanford ME,"-70.7573,43.4244"
Westbrook ME,"-70.3539,43.6954"
Cousins Island ME,"-70.1409,43.7631"
Lisbon Falls ME,"-70.0570,44.0086"
Gardiner ME,"-69.7921,44.1910"
Steep Falls ME,"-70.6275,43.7905"
Lewiston ME,"-70.1681,44.0915"
Waterville ME,"-69.6624,44.5441"
Rockland ME,"-69.1369,44.1274"
Brewer ME,"-68.7352,44.7835"
Cape Neddick ME,"-70.6220,43.1706"
Hallowell ME,"-69.8141,44.2904"
Belfast ME,"-69.0325,44.4280"
Bath ME,"-69.8346,43.9346"
York Harbor ME,"-70.6490,43.1435"
South Paris ME,"-70.5113,44.2190"
Calais ME,"-67.2240,45.1340"
Little Falls ME,"-70.4301,43.7312"
Eastport ME,"-67.0183,44.9137"
South Eliot ME,"-70.7952,43.1287"
Falmouth Foreside ME,"-70.2152,43.7348"
Old Town ME,"-68.7249,44.9491"
South Portland ME,"-70.2895,43.6309"
Cumberland Center ME,"-70.2541,43.7982"
Kittery Point ME,"-70.6988,43.0883"
Caribou ME,"-67.9919,46.8662"
Bangor ME,"-68.7906,44.8322"
Augusta ME,"-69.7319,44.3341"
Brunswick Station ME,"-69.9328,43.8866"
Littlejohn Island ME,"-70.1284,43.7599"
West Kennebunk ME,"-70.5810,43.4142"
Auburn ME,"-70.2492,44.0850"
Portland ME,"-70.2715,43.6773"
Presque Isle ME,"-67.9874,46.6868"
Biddeford ME,"-70.4511,43.4673"
North Windham ME,"-70.4288,43.8238"
Saco ME,"-70.4624,43.5390"
Chisholm ME,"-70.1923,44.4916"
Lake Arrowhead ME,"-70.7382,43.6634"
Ellsworth ME,"-68.4875,44.5847"
South Windham ME,"-70.4236,43.7380"
Dargan MD,"-77.7341,39.3767"
Mount Aetna MD,"-77.6128,39.5989"
Chewsville MD,"-77.6311,39.6484"
Jessup MD,"-76.7745,39.1457"
Garrett Park MD,"-77.0934,39.0360"
Gorman MD,"-79.3525,39.2924"
Cobb Island MD,"-76.8496,38.2646"
Snow Hill MD,"-75.3968,38.1655"
Linthicum MD,"-76.6625,39.2088"
South Laurel MD,"-76.8456,39.0603"
Berlin MD,"-75.2149,38.3309"
Spring Gap MD,"-78.7054,39.5653"
Queenstown MD,"-76.1677,38.9853"
Funkstown MD,"-77.7082,39.6089"
Taneytown MD,"-77.1683,39.6570"
Charlton MD,"-77.8942,39.6344"
Edgewater MD,"-76.5572,38.9373"
Mount Rainier MD,"-76.9645,38.9423"
Hillsboro MD,"-75.9419,38.9170"
Pocomoke City MD,"-75.5553,38.0635"
Finzel MD,"-78.9520,39.7018"
Beltsville MD,"-76.9211,39.0394"
Nanticoke MD,"-75.8938,38.2672"
Sharptown MD,"-75.7190,38.5382"
Westernport MD,"-79.0429,39.4880"
Westphalia MD,"-76.8232,38.8385"
Damascus MD,"-77.2006,39.2737"
Glenarden MD,"-76.8576,38.9293"
Rockville MD,"-77.1553,39.0834"
Barton MD,"-79.0171,39.5323"
Cabin John MD,"-77.1635,38.9743"
Brookmont MD,"-77.1292,38.9546"
Lake Arbor MD,"-76.8299,38.9070"
Galena MD,"-75.8787,39.3425"
Urbana MD,"-77.3411,39.3237"
Lanham MD,"-76.8421,38.9621"
Fairmount Heights MD,"-76.9153,38.9016"
Crellin MD,"-79.4685,39.3887"
Rising Sun MD,"-76.0586,39.7003"
Frenchtown-Rumbly MD,"-75.8521,38.0831"
Danville MD,"-78.9184,39.5125"
Calvert Beach MD,"-76.4895,38.4728"
Detmold MD,"-78.9910,39.5572"
Fort Washington MD,"-77.0069,38.7339"
West Ocean City MD,"-75.1115,38.3476"
Keedysville MD,"-77.6979,39.4867"
Riverdale Park MD,"-76.9266,38.9643"
Fishing Creek MD,"-76.2238,38.3357"
Marlton MD,"-76.7857,38.7620"
Braddock Heights MD,"-77.5009,39.4114"
Lutherville MD,"-76.6177,39.4240"
Randallstown MD,"-76.8024,39.3723"
Aquasco MD,"-76.7074,38.5913"
Huntingtown MD,"-76.6187,38.6117"
Silver Hill MD,"-76.9367,38.8392"
Edmonston MD,"-76.9333,38.9502"
Maugansville MD,"-77.7472,39.6936"
Cumberland MD,"-78.7585,39.6515"
Barrelville MD,"-78.8425,39.7026"
Pecktonville MD,"-78.0481,39.6660"
Chestertown MD,"-76.0710,39.2195"
Edgemere MD,"-76.4590,39.2273"
Secretary MD,"-75.9468,38.6082"
Pikesville MD,"-76.7020,39.3893"
Church Creek MD,"-76.1530,38.5036"
Adelphi MD,"-76.9649,39.0017"
Antietam MD,"-77.7364,39.4151"
Glenn Dale MD,"-76.8040,38.9833"
Accident MD,"-79.3200,39.6257"
Girdletree MD,"-75.4004,38.0987"
Goldsboro MD,"-75.7821,39.0316"
Kingsville MD,"-76.4204,39.4496"
St. George Island MD,"-76.4771,38.1155"
Rock Hall MD,"-76.2427,39.1393"
Bryantown MD,"-76.8429,38.5498"
Frostburg MD,"-78.9269,39.6506"
West Laurel MD,"-76.8924,39.1133"
Midlothian MD,"-78.9523,39.6316"
Zihlman MD,"-78.9131,39.6741"
Mount Briar MD,"-77.6873,39.4426"
Elliott MD,"-76.0067,38.3095"
Dunkirk MD,"-76.6730,38.7156"
Grasonville MD,"-76.1948,38.9559"
Oxon Hill MD,"-76.9733,38.7887"
La Vale MD,"-78.8162,39.6518"
Chillum MD,"-76.9790,38.9667"
Upper Marlboro MD,"-76.7546,38.8172"
Ocean MD,"-78.9450,39.6017"
Crofton MD,"-76.6800,39.0144"
Denton MD,"-75.8264,38.8770"
Odenton MD,"-76.6939,39.0661"
Edesville MD,"-76.2097,39.1541"
Pleasant Hills MD,"-76.3908,39.4861"
Mayo MD,"-76.5180,38.9041"
Brandywine MD,"-76.8846,38.6963"
Galesville MD,"-76.5514,38.8379"
Leisure World MD,"-77.0691,39.1023"
Willards MD,"-75.3494,38.3922"
Hampstead MD,"-76.8551,39.6109"
Greenbelt MD,"-76.8885,38.9953"
Pinesburg MD,"-77.8562,39.6269"
Rosedale MD,"-76.5084,39.3266"
Queen Anne MD,"-75.9535,38.9191"
Salisbury MD,"-75.5867,38.3755"
Bloomington MD,"-79.0768,39.4794"
West Denton MD,"-75.8389,38.8896"
Hyattsville MD,"-76.9548,38.9612"
Reisterstown MD,"-76.8144,39.4552"
Chevy Chase MD,"-77.0737,38.9943"
Woodlawn MD,"-76.7489,39.3054"
Rawlings MD,"-78.8858,39.5403"
Mapleville MD,"-77.6463,39.5357"
Maryland City MD,"-76.8051,39.1016"
St. Michaels MD,"-76.2243,38.7884"
Klondike MD,"-78.9635,39.6102"
Piney Point MD,"-76.5201,38.1483"
Aberdeen Proving Ground MD,"-76.1308,39.4673"
Linganore MD,"-77.3026,39.4111"
Trappe MD,"-76.0518,38.6635"
Delmar MD,"-75.5662,38.4450"
Newark MD,"-75.2735,38.2749"
Loch Lynn Heights MD,"-79.3726,39.3919"
Jugtown MD,"-77.5943,39.6143"
Travilah MD,"-77.2458,39.0571"
Elkridge MD,"-76.7427,39.1941"
Wilson-Conococheague MD,"-77.8306,39.6530"
Forest Glen MD,"-77.0445,39.0191"
Havre de Grace MD,"-76.1146,39.5481"
New Market MD,"-77.2775,39.3903"
Eckhart Mines MD,"-78.8941,39.6553"
Eldersburg MD,"-76.9529,39.4041"
Cheverly MD,"-76.9141,38.9254"
Easton MD,"-76.0702,38.7760"
Rosemont MD,"-77.6214,39.3317"
Marlboro Village MD,"-76.7699,38.8306"
Franklin MD,"-79.0513,39.4991"
Barclay MD,"-75.8656,39.1450"
New Windsor MD,"-77.1017,39.5442"
Stockton MD,"-75.4134,38.0659"
Melwood MD,"-76.8419,38.8022"
Ridgely MD,"-75.8828,38.9528"
Fulton MD,"-76.9163,39.1516"
Pittsville MD,"-75.4074,38.3939"
Peppermill Village MD,"-76.8878,38.8940"
Fairwood MD,"-76.7780,38.9565"
Colesville MD,"-77.0009,39.0730"
Catonsville MD,"-76.7424,39.2646"
Jarrettsville MD,"-76.4752,39.6032"
Clinton MD,"-76.9063,38.7499"
Brookeville MD,"-77.0590,39.1808"
Port Tobacco Village MD,"-77.0197,38.5104"
Mays Chapel MD,"-76.6516,39.4343"
Ballenger Creek MD,"-77.4206,39.3807"
South Kensington MD,"-77.0785,39.0188"
Grantsville MD,"-79.1528,39.6969"
Hancock MD,"-78.1749,39.7053"
Clarysville MD,"-78.8887,39.6421"
Big Spring MD,"-77.9397,39.6260"
New Carrollton MD,"-76.8773,38.9654"
Bartonsville MD,"-77.3434,39.3866"
Church Hill MD,"-75.9808,39.1450"
California MD,"-76.4950,38.2969"
Leonardtown MD,"-76.6396,38.3039"
Colmar Manor MD,"-76.9437,38.9302"
Thurmont MD,"-77.4076,39.6210"
Tall Timbers MD,"-76.5366,38.1654"
Beaver Creek MD,"-77.6477,39.5786"
Carney MD,"-76.5236,39.4050"
Brookview MD,"-75.7925,38.5737"
Ellicott City MD,"-76.8344,39.2773"
Sandy Hook MD,"-77.7050,39.3285"
Chesapeake Ranch Estates MD,"-76.4147,38.3574"
Moscow MD,"-79.0075,39.5409"
Redland MD,"-77.1465,39.1335"
Woodsboro MD,"-77.3095,39.5330"
Preston MD,"-75.9090,38.7112"
Allen MD,"-75.6904,38.2886"
Landover Hills MD,"-76.8946,38.9424"
Jefferson MD,"-77.5409,39.3661"
Deale MD,"-76.5469,38.7910"
Rock Point MD,"-76.8428,38.2754"
Yarrowsburg MD,"-77.6843,39.3762"
Glen Echo MD,"-77.1410,38.9680"
Chevy Chase Village MD,"-77.0793,38.9698"
Ringgold MD,"-77.5690,39.7091"
Madison MD,"-76.2155,38.5149"
Williston MD,"-75.8511,38.8309"
Temple Hills MD,"-76.9495,38.8106"
Kitzmiller MD,"-79.1833,39.3894"
Fairview MD,"-77.8406,39.7111"
Arbutus MD,"-76.6922,39.2428"
Bryans Road MD,"-77.0850,38.6144"
Towson MD,"-76.6190,39.3944"
Darlington MD,"-76.2035,39.6425"
Darnestown MD,"-77.3033,39.0960"
Emmitsburg MD,"-77.3217,39.7051"
Corriganville MD,"-78.7970,39.6945"
Fairplay MD,"-77.7463,39.5357"
Baden MD,"-76.7428,38.6719"
Cockeysville MD,"-76.6300,39.4793"
District Heights MD,"-76.8885,38.8588"
Glen Burnie MD,"-76.6072,39.1559"
Eakles Mill MD,"-77.6860,39.4670"
Hutton MD,"-79.4801,39.4145"
Riviera Beach MD,"-76.5263,39.1628"
Cedarville MD,"-76.8190,38.6623"
Landover MD,"-76.8875,38.9241"
Shady Side MD,"-76.5211,38.8285"
Seat Pleasant MD,"-76.9016,38.8952"
Nanticoke Acres MD,"-75.9059,38.2578"
Arnold MD,"-76.4974,39.0437"
Taylors Island MD,"-76.3126,38.4730"
Four Corners MD,"-77.0102,39.0236"
Bladensburg MD,"-76.9263,38.9424"
Woodmore MD,"-76.7810,38.9222"
Annapolis MD,"-76.5047,38.9706"
Woodland MD,"-78.9497,39.6081"
Templeville MD,"-75.7667,39.1362"
Indian Springs MD,"-78.0073,39.6457"
Severn MD,"-76.6958,39.1355"
Tilghmanton MD,"-77.7437,39.5286"
Hughesville MD,"-76.7748,38.5376"
Bowie MD,"-76.7422,38.9574"
Martin's Additions MD,"-77.0693,38.9795"
Pomfret MD,"-77.0304,38.5699"
Pasadena MD,"-76.5537,39.1552"
Quantico MD,"-75.7526,38.3767"
Ferndale MD,"-76.6330,39.1869"
Kennedyville MD,"-75.9947,39.3059"
Gapland MD,"-77.6583,39.4018"
Bel Air North MD,"-76.3733,39.5544"
North Bethesda MD,"-77.1191,39.0393"
Breathedsville MD,"-77.7246,39.5460"
Hillandale MD,"-76.9751,39.0254"
Prince Frederick MD,"-76.5879,38.5440"
Jennings MD,"-79.1835,39.6487"
Brock Hall MD,"-76.7549,38.8617"
Mercersville MD,"-77.7672,39.4968"
Carlos MD,"-78.9567,39.6237"
Cambridge MD,"-76.0787,38.5515"
Essex MD,"-76.4457,39.3024"
Buckeystown MD,"-77.4316,39.3301"
Somerset MD,"-77.0963,38.9666"
Benedict MD,"-76.6797,38.5116"
Golden Beach MD,"-76.7019,38.4900"
Highfield-Cascade MD,"-77.4947,39.7136"
Pleasant Grove MD,"-78.6903,39.6803"
Edgemont MD,"-77.5470,39.6766"
Wheaton MD,"-77.0572,39.0492"
Middleburg MD,"-77.7239,39.7177"
Middle River MD,"-76.4318,39.3345"
Queensland MD,"-76.7839,38.8021"
Forestville MD,"-76.8708,38.8518"
Swanton MD,"-79.2328,39.4598"
Choptank MD,"-75.9492,38.6822"
Shaft MD,"-78.9384,39.6265"
Perry Hall MD,"-76.4781,39.4067"
Largo MD,"-76.8289,38.8800"
Bowmans Addition MD,"-78.7541,39.6876"
Drum Point MD,"-76.4295,38.3325"
Kemp Mill MD,"-77.0214,39.0412"
Langley Park MD,"-76.9808,38.9897"
Cecilton MD,"-75.8676,39.4045"
Bel Air South MD,"-76.3197,39.5051"
Layhill MD,"-77.0401,39.0870"
Bakersville MD,"-77.7570,39.5148"
Parsonsburg MD,"-75.4748,38.3936"
College Park MD,"-76.9337,38.9960"
Crownsville MD,"-76.5903,39.0225"
Owings MD,"-76.6055,38.7117"
Brunswick MD,"-77.6253,39.3180"
Fairland MD,"-76.9527,39.0804"
Glenmont MD,"-77.0466,39.0697"
Trego-Rohrersville Station MD,"-77.6748,39.4291"
Eden MD,"-75.6533,38.2792"
Long Beach MD,"-76.4737,38.4568"
Henderson MD,"-75.7661,39.0750"
Barnesville MD,"-77.3798,39.2211"
Smith Island MD,"-76.0251,37.9748"
White Oak MD,"-76.9905,39.0433"
Brownsville MD,"-77.6614,39.3783"
Cloverly MD,"-76.9993,39.1065"
Solomons MD,"-76.4611,38.3372"
Walkersville MD,"-77.3559,39.4832"
Andrews AFB MD,"-76.8744,38.8053"
Ocean City MD,"-75.0716,38.3998"
University Park MD,"-76.9445,38.9719"
Oxford MD,"-76.1703,38.6849"
White Marsh MD,"-76.4574,39.3819"
Friendship MD,"-76.5878,38.7359"
Fruitland MD,"-75.6246,38.3214"
Timonium MD,"-76.6083,39.4463"
Kensington MD,"-77.0737,39.0265"
Powellville MD,"-75.3753,38.3296"
Charlotte Hall MD,"-76.7847,38.4667"
Sykesville MD,"-76.9716,39.3714"
Leitersburg MD,"-77.6206,39.6928"
Hebron MD,"-75.6871,38.4243"
Halfway MD,"-77.7700,39.6163"
Charlestown MD,"-75.9812,39.5790"
Garrison MD,"-76.7514,39.4023"
Cape St. Claire MD,"-76.4471,39.0433"
Severna Park MD,"-76.5687,39.0870"
Ellerslie MD,"-78.7787,39.7188"
Indian Head MD,"-77.1555,38.5987"
Downsville MD,"-77.8016,39.5549"
Luke MD,"-79.0593,39.4766"
Broomes Island MD,"-76.5475,38.4202"
Worton MD,"-76.0933,39.2718"
Glassmanor MD,"-76.9836,38.8181"
Aberdeen MD,"-76.1730,39.5146"
St. James MD,"-77.7482,39.5738"
Crisfield MD,"-75.8516,37.9827"
Camp Springs MD,"-76.9198,38.8052"
National Harbor MD,"-77.0106,38.7883"
Smithsburg MD,"-77.5763,39.6564"
Galestown MD,"-75.7151,38.5634"
Algonquin MD,"-76.0977,38.5839"
Kent Narrows MD,"-76.2385,38.9704"
Baltimore MD,"-76.6144,39.3051"
Milford Mill MD,"-76.7668,39.3444"
Robinwood MD,"-77.6630,39.6266"
Greensburg MD,"-77.5615,39.6806"
Hurlock MD,"-75.8640,38.6268"
Aspen Hill MD,"-77.0822,39.0928"
Union Bridge MD,"-77.1745,39.5734"
Bishopville MD,"-75.2092,38.4413"
Elkton MD,"-75.8209,39.6067"
Waterview MD,"-75.9017,38.2482"
Cresaptown MD,"-78.8550,39.5912"
Grahamtown MD,"-78.9224,39.6448"
North East MD,"-75.9414,39.6077"
Williamsport MD,"-77.8180,39.5974"
East Riverdale MD,"-76.9108,38.9600"
Rohrersville MD,"-77.6655,39.4350"
Bensville MD,"-77.0077,38.6176"
Hillcrest Heights MD,"-76.9641,38.8373"
Bethesda MD,"-77.1188,38.9866"
East New Market MD,"-75.9233,38.5970"
Cottage City MD,"-76.9492,38.9385"
Fairmount MD,"-75.8074,38.1016"
Annapolis Neck MD,"-76.4997,38.9408"
Federalsburg MD,"-75.7727,38.6929"
Olney MD,"-77.0715,39.1466"
Accokeek MD,"-77.0023,38.6745"
North Beach MD,"-76.5347,38.7080"
Owings Mills MD,"-76.7913,39.4115"
Savage MD,"-76.8228,39.1485"
Berwyn Heights MD,"-76.9131,38.9929"
